MARC tag	Field name	Field repeatability	Field note	Subfield delimiter	Subfield name	Subfield repeatability	Subfield note
655	INDEX TERM--GENRE/FORM	R	.	b	Non-focus term	R	.
655	INDEX TERM--GENRE/FORM	R	.	c	Facet/hierarchy designation	R	.
655	INDEX TERM--GENRE/FORM	R	.	v	Form subdivision	R	.
655	INDEX TERM--GENRE/FORM	R	.	x	General subdivision	R	.
655	INDEX TERM--GENRE/FORM	R	.	y	Chronological subdivision	R	.
655	INDEX TERM--GENRE/FORM	R	.	z	Geographic subdivision	R	.
655	INDEX TERM--GENRE/FORM	R	.	0	Authority record control number or standard number	R	.
655	INDEX TERM--GENRE/FORM	R	.	1	Real World Object URI	R	.
655	INDEX TERM--GENRE/FORM	R	.	2	Source of term	NR	.
655	INDEX TERM--GENRE/FORM	R	.	3	Materials specified	NR	.
655	INDEX TERM--GENRE/FORM	R	.	5	Institution to which field applies	NR	.
655	INDEX TERM--GENRE/FORM	R	.	6	Linkage	NR	.
655	INDEX TERM--GENRE/FORM	R	.	8	Field link and sequence number	R	.
656	INDEX TERM--OCCUPATION	R	.	a	Occupation	NR	.
656	INDEX TERM--OCCUPATION	R	.	k	Form	NR	.
656	INDEX TERM--OCCUPATION	R	.	v	Form subdivision	R	.
656	INDEX TERM--OCCUPATION	R	.	x	General subdivision	R	.
656	INDEX TERM--OCCUPATION	R	.	y	Chronological subdivision	R	.
656	INDEX TERM--OCCUPATION	R	.	z	Geographic subdivision	R	.
656	INDEX TERM--OCCUPATION	R	.	0	Authority record control number or standard number	R	.
656	INDEX TERM--OCCUPATION	R	.	1	Real World Object URI	R	.
656	INDEX TERM--OCCUPATION	R	.	2	Source of term	NR	.
656	INDEX TERM--OCCUPATION	R	.	3	Materials specified	NR	.
656	INDEX TERM--OCCUPATION	R	.	6	Linkage	NR	.
656	INDEX TERM--OCCUPATION	R	.	8	Field link and sequence number	R	.
657	INDEX TERM--FUNCTION	R	.	a	Function	NR	.
657	INDEX TERM--FUNCTION	R	.	v	Form subdivision	R	.
657	INDEX TERM--FUNCTION	R	.	x	General subdivision	R	.
657	INDEX TERM--FUNCTION	R	.	y	Chronological subdivision	R	.
657	INDEX TERM--FUNCTION	R	.	z	Geographic subdivision	R	.
657	INDEX TERM--FUNCTION	R	.	0	Authority record control number or standard number	R	.
657	INDEX TERM--FUNCTION	R	.	1	Real World Object URI	R	.
657	INDEX TERM--FUNCTION	R	.	2	Source of term	NR	.
657	INDEX TERM--FUNCTION	R	.	3	Materials specified	NR	.
657	INDEX TERM--FUNCTION	R	.	6	Linkage	NR	.
657	INDEX TERM--FUNCTION	R	.	8	Field link and sequence number	R	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	a	Main curriculum objective	NR	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	b	Subordinate curriculum objective	R	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	c	Curriculum code	NR	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	d	Correlation factor	NR	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	2	Source of term or code	NR	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	6	Linkage	NR	.
658	INDEX TERM--CURRICULUM OBJECTIVE	R	.	8	Field link and sequence number	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	a	Country or larger entity	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	b	First-order political jurisdiction	NR	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	c	Intermediate political jurisdiction	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	d	City	NR	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	e	Relator term	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	f	City subsection	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	g	Other nonjurisdictional geographic region and feature	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	h	Extraterrestrial area	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	0	Authority record control number or standard number	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	1	Real World Object URI	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	2	Source of heading or term	NR	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	4	Relationship	R	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	6	Linkage	NR	.
662	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	8	Field link and sequence number	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	g	Miscellaneous information	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	h	Medium	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	i	Relationship information	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	j	Attribution qualifier	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	m	Medium of performance for music	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	o	Arranged statement for music	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	r	Key for music	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	s	Version	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	u	Affiliation	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	x	International Standard Serial Number	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	0	Authority record control number or standard number	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	1	Real World Object URI	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	3	Materials specified	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	4	Relationship	R	.
700	ADDED ENTRY--PERSONAL NAME	R	.	5	Institution to which field applies	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	6	Linkage	NR	.
700	ADDED ENTRY--PERSONAL NAME	R	.	8	Field link and sequence number	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	a	Personal name	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	b	Numeration	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	c	Titles and other words associated with a name	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	d	Dates associated with a name	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	e	Relator term	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	f	Date of a work	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	g	Miscellaneous information	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	h	Medium	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	k	Form subheading	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	l	Language of a work	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	m	Medium of performance for music	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	n	Number of part/section of a work	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	o	Arranged statement for music	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	p	Name of part/section of a work	R	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	r	Key for music	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	s	Version	NR	.
705	ADDED ENTRY--PERSONAL NAME	.	[OBSOLETE]	t	Title of a work	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	i	Relationship information	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	s	Version	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	u	Affiliation	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	x	International Standard Serial Number	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	0	Authority record control number or standard number	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	1	Real World Object URI	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	3	Materials specified	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	4	Relationship	R	.
710	ADDED ENTRY--CORPORATE NAME	R	.	5	Institution to which field applies	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	6	Linkage	NR	.
710	ADDED ENTRY--CORPORATE NAME	R	.	8	Field link and sequence number	R	.
711	ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	b	Number	.	[OBSOLETE]
711	ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.
711	ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting or treaty signing	R	.
711	ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.
711	ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.
711	ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	i	Relationship information	R	.
711	ADDED ENTRY--MEETING NAME	R	.	j	Relator term	R	.
711	ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.
711	ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.
711	ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.
711	ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	s	Version	R	.
711	ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	u	Affiliation	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	x	International Standard Serial Number	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	0	Authority record control number or standard number	R	.
711	ADDED ENTRY--MEETING NAME	R	.	1	Real World Object URI	R	.
711	ADDED ENTRY--MEETING NAME	R	.	3	Materials specified	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	4	Relationship	R	.
711	ADDED ENTRY--MEETING NAME	R	.	5	Institution to which field applies	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	6	Linkage	NR	.
711	ADDED ENTRY--MEETING NAME	R	.	8	Field link and sequence number	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	a	Corporate name or jurisdiction name	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	b	Subordinate unit	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	e	Relator term	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	f	Date of a work	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	g	Miscellaneous information	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	h	Medium	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	k	Form subheading	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	l	Language of a work	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	m	Medium of performance for music	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	n	Number of part/section/meeting	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	o	Arranged statement for music	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	p	Name of part/section of a work	R	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	r	Key for music	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	s	Version	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	t	Title of a work	NR	.
715	ADDED ENTRY--CORPORATE NAME	.	[OBSOLETE]	u	Nonprinting information	NR	.
720	ADDED ENTRY--UNCONTROLLED NAME	R	.	a	Name	NR	.
720	ADDED ENTRY--UNCONTROLLED NAME	R	.	e	Relator term	R	.
720	ADDED ENTRY--UNCONTROLLED NAME	R	.	4	Relationship	R	.
720	ADDED ENTRY--UNCONTROLLED NAME	R	.	6	Linkage	NR	.
720	ADDED ENTRY--UNCONTROLLED NAME	R	.	8	Field link and sequence number	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	i	Relationship information	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	t	Title of a work	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	x	International Standard Serial Number	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	0	Authority record control number or standard number	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	1	Real World Object URI	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	3	Materials specified	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	4	Relationship	R	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	5	Institution to which field applies	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	6	Linkage	NR	.
730	ADDED ENTRY--UNIFORM TITLE	R	.	8	Field link and sequence number	R	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	a	Uncontrolled related/analytical title	NR	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	h	Medium	NR	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	n	Number of part/section of a work	R	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	p	Name of part/section of a work	R	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	5	Institution to which field applies	NR	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	6	Linkage	NR	.
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	8	Field link and sequence number	R	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	a	Geographic name	NR	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	e	Relator term	R	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	0	Authority record control number or standard number	R	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	1	Real World Object URI	R	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	2	Source of heading or term	NR	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	3	Materials specified	NR	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	4	Relationship	R	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	6	Linkage	NR	.
751	ADDED ENTRY--GEOGRAPHIC NAME	R	.	8	Field link and sequence number	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	a	Country or larger entity	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	b	First-order political jurisdiction	NR	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	c	Intermediate political jurisdiction	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	d	City	NR	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	e	Relator term	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	f	City subsection	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	g	Other nonjurisdictional geographic region and feature	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	h	Extraterrestrial area	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	0	Authority record control number or standard number	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	1	Real World Object URI	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	2	Source of heading or term	NR	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	4	Relationship	R	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	6	Linkage	NR	.
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	8	Field link and sequence number	R	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	a	Make and model of machine	NR	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	b	Programming language	NR	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	c	Operating system	NR	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	0	Authority record control number or standard number	R	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	1	Real World Object URI	R	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	2	Source of term	NR	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	6	Linkage	NR	.
753	SYSTEM DETAILS ACCESS TO COMPUTER FILES	R	.	8	Field link and sequence number	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	a	Taxonomic name	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	c	Taxonomic category	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	d	Common or alternative name	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	x	Non-public note	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	z	Public note	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	0	Authority record control number or standard number	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	1	Real World Object URI	R	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	2	Source of taxonomic identification	NR	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	6	Linkage	NR	.
754	ADDED ENTRY--TAXONOMIC IDENTIFICATION	R	.	8	Field link and sequence number	R	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	a	Access term	NR	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	x	General subdivision	R	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	y	Chronological subdivision	R	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	z	Geographic subdivision	R	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	2	Source of term	NR	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	3	Materials specified	NR	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	6	Linkage	NR	.
755	ADDED ENTRY--PHYSICAL CHARACTERISTICS	R	[OBSOLETE]	8	Field link and sequence number	R	.
758	RESOURCE IDENTIFIER	R	.	a	Label	NR	.
758	RESOURCE IDENTIFIER	R	.	i	Relationship information	R	.
758	RESOURCE IDENTIFIER	R	.	0	Authority record control number or standard number	R	.
758	RESOURCE IDENTIFIER	R	.	1	Real World Object URI	R	.
758	RESOURCE IDENTIFIER	R	.	3	Materials specified	NR	.
758	RESOURCE IDENTIFIER	R	.	4	Relationship	R	.
758	RESOURCE IDENTIFIER	R	.	5	Institution to which field applies	NR	.
758	RESOURCE IDENTIFIER	R	.	6	Linkage	NR	.
758	RESOURCE IDENTIFIER	R	.	8	Field link and sequence number	R	.
760	MAIN SERIES ENTRY	R	.	a	Main entry heading	NR	.
760	MAIN SERIES ENTRY	R	.	b	Edition	NR	.
760	MAIN SERIES ENTRY	R	.	c	Qualifying information	NR	.
760	MAIN SERIES ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
760	MAIN SERIES ENTRY	R	.	g	Related parts	R	.
760	MAIN SERIES ENTRY	R	.	h	Physical description	NR	.
760	MAIN SERIES ENTRY	R	.	i	Relationship information	R	.
760	MAIN SERIES ENTRY	R	.	m	Material-specific details	NR	.
760	MAIN SERIES ENTRY	R	.	n	Note	R	.
760	MAIN SERIES ENTRY	R	.	o	Other item identifier	R	.
760	MAIN SERIES ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
760	MAIN SERIES ENTRY	R	.	s	Uniform title	NR	.
760	MAIN SERIES ENTRY	R	.	t	Title	NR	.
760	MAIN SERIES ENTRY	R	.	w	Record control number	R	.
760	MAIN SERIES ENTRY	R	.	x	International Standard Serial Number	NR	.
760	MAIN SERIES ENTRY	R	.	y	CODEN designation	NR	.
760	MAIN SERIES ENTRY	R	.	4	Relationship	R	.
760	MAIN SERIES ENTRY	R	.	6	Linkage	NR	.
760	MAIN SERIES ENTRY	R	.	7	Control subfield	NR	.
760	MAIN SERIES ENTRY	R	.	8	Field link and sequence number	R	.
762	SUBSERIES ENTRY	R	.	a	Main entry heading	NR	.
762	SUBSERIES ENTRY	R	.	b	Edition	NR	.
762	SUBSERIES ENTRY	R	.	c	Qualifying information	NR	.
762	SUBSERIES ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
762	SUBSERIES ENTRY	R	.	g	Related parts	R	.
762	SUBSERIES ENTRY	R	.	h	Physical description	NR	.
762	SUBSERIES ENTRY	R	.	i	Relationship information	R	.
762	SUBSERIES ENTRY	R	.	m	Material-specific details	NR	.
762	SUBSERIES ENTRY	R	.	n	Note	R	.
762	SUBSERIES ENTRY	R	.	o	Other item identifier	R	.
762	SUBSERIES ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
762	SUBSERIES ENTRY	R	.	s	Uniform title	NR	.
762	SUBSERIES ENTRY	R	.	t	Title	NR	.
762	SUBSERIES ENTRY	R	.	w	Record control number	R	.
762	SUBSERIES ENTRY	R	.	x	International Standard Serial Number	NR	.
762	SUBSERIES ENTRY	R	.	y	CODEN designation	NR	.
762	SUBSERIES ENTRY	R	.	4	Relationship	R	.
762	SUBSERIES ENTRY	R	.	6	Linkage	NR	.
762	SUBSERIES ENTRY	R	.	7	Control subfield	NR	.
762	SUBSERIES ENTRY	R	.	8	Field link and sequence number	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	a	Main entry heading	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	b	Edition	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	c	Qualifying information	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	g	Related parts	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	h	Physical description	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	i	Relationship information	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	k	Series data for related item	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	m	Material-specific details	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	n	Note	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	o	Other item identifier	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
765	ORIGINAL LANGUAGE ENTRY	R	.	r	Report number	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	s	Uniform title	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	t	Title	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	u	Standard Technical Report Number	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	w	Record control number	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	x	International Standard Serial Number	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	y	CODEN designation	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	z	International Standard Book Number	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	4	Relationship	R	.
765	ORIGINAL LANGUAGE ENTRY	R	.	6	Linkage	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	7	Control subfield	NR	.
765	ORIGINAL LANGUAGE ENTRY	R	.	8	Field link and sequence number	R	.
767	TRANSLATION ENTRY	R	.	a	Main entry heading	NR	.
767	TRANSLATION ENTRY	R	.	b	Edition	NR	.
767	TRANSLATION ENTRY	R	.	c	Qualifying information	NR	.
767	TRANSLATION ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
767	TRANSLATION ENTRY	R	.	g	Related parts	R	.
767	TRANSLATION ENTRY	R	.	h	Physical description	NR	.
767	TRANSLATION ENTRY	R	.	i	Relationship information	R	.
767	TRANSLATION ENTRY	R	.	k	Series data for related item	R	.
