parent element,element,source schema,provisional?,institution,source data element,source data subelement,constraints,processing_type,processing instructions,notes,mapping_id,mapping issue ct,field issue ct,field defined?,done in mta?,tests done?,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,340,{na},$e AND !$3,constant, = Support material,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN340{na}$e AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,340,{na},$d AND !$3,constant, = Technique,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN340{na}$d AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,340,{na},$i AND !$3,constant, = Use requires,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN340{na}$i AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$g AND $3,constant, = #{$3value}: Channels,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$g AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$d AND $3,constant, = #{$3value}: Groove,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$d AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$b AND $3,constant, = #{$3value}: Recording medium,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$b AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$a AND $3,constant, = #{$3value}: Recording type,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$a AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$e AND $3,constant, = #{$3value}: Sound track configuration,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$e AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$h AND $3,constant, = #{$3value}: Special audio characteristics,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$h AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$c AND $3,constant, = #{$3value}: Speed,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$c AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$f AND $3,constant, = #{$3value}: Tape type,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$f AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$g AND !$3,constant, = Channels,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$g AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$d AND !$3,constant, = Groove,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$d AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$b AND !$3,constant, = Recording medium,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$b AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$a AND !$3,constant, = Recording type,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$a AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$e AND !$3,constant, = Sound track configuration,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$e AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$h AND !$3,constant, = Special audio characteristics,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$h AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$c AND !$3,constant, = Speed,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$c AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,344,{na},$f AND !$3,constant, = Tape type,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN344{na}$f AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,345,{na},$a AND $3,constant, = #{$3value}: Presentation format,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN345{na}$a AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,345,{na},$b AND $3,constant, = #{$3value}: Projection speed,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN345{na}$b AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,345,{na},$a AND !$3,constant, = Presentation format,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN345{na}$a AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,345,{na},$b AND !$3,constant, = Projection speed,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN345{na}$b AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,346,{na},$b AND $3,constant, = #{$3value}: Broadcast standard,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN346{na}$b AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,346,{na},$a AND $3,constant, = #{$3value}: Video format,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN346{na}$a AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,346,{na},$b AND !$3,constant, = Broadcast standard,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN346{na}$b AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,346,{na},$a AND !$3,constant, = Video format,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN346{na}$a AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$f AND $3,constant, = #{$3value}: Bitrate,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$f AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$b AND $3,constant, = #{$3value}: File format,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$b AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$c AND $3,constant, = #{$3value}: File size,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$c AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$a AND $3,constant, = #{$3value}: File type,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$a AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$d AND $3,constant, = #{$3value}: Image resolution,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$d AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$e AND $3,constant, = #{$3value}: Regional encoding,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$e AND $3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$f AND !$3,constant, = Bitrate,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$f AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$b AND !$3,constant, = File format,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$b AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$c AND !$3,constant, = File size,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$c AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$a AND !$3,constant, = File type,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$a AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$d AND !$3,constant, = Image resolution,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$d AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,347,{na},$e AND !$3,constant, = Regional encoding,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN347{na}$e AND !$3,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[label],MARC,n,GEN,352,{na},none,constant, = Data set graphics details,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[label]GEN352{na}none,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[value],MARC,n,GEN,340,abcdefghijkmno,none,concat_repeated_subelements,"All repeated values of the same subfields are joined with ""; """,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[value]GEN340abcdefghijkmnonone,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[value],MARC,n,GEN,344,abcdefgh,none,concat_repeated_subelements,"All repeated values of the same subfields are joined with ""; """,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[value]GEN344abcdefghnone,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[value],MARC,n,GEN,345,ab,none,concat_repeated_subelements,"All repeated values of the same subfields are joined with ""; """,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[value]GEN345abnone,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[value],MARC,n,GEN,346,ab,none,concat_repeated_subelements,"All repeated values of the same subfields are joined with ""; """,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[value]GEN346abnone,0,0,n,n,y,,,,,
physical_description_details,physical_description_details[value],MARC,n,GEN,347,abcdef,none,concat_repeated_subelements,"All repeated values of the same subfields are joined with ""; """,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc#code-physical_description_details-code,physical_description_details[value]GEN347abcdefnone,0,0,n,n,y,,,,,
